purl,id,ecosystem,cve,cpe
pkg:pypi/tensorflow-cpu,PYSEC-2021-637,pypi,CVE-2021-41228,cpe:2.3:a:google:tensorflow:2.7.0:rc0:*:*:*:*:*:*
pkg:pypi/tensorflow-cpu,PYSEC-2021-637,pypi,CVE-2021-41228,cpe:2.3:a:google:tensorflow:2.7.0:rc1:*:*:*:*:*:*
pkg:pypi/tensorflow-cpu,PYSEC-2021-844,pypi,CVE-2021-41195,cpe:2.3:a:google:tensorflow:*:*:*:*:*:*:*:*
pkg:pypi/tensorflow-cpu,PYSEC-2021-845,pypi,CVE-2021-41206,cpe:2.3:a:google:tensorflow:*:*:*:*:*:*:*:*
pkg:pypi/tensorflow-cpu,PYSEC-2021-845,pypi,CVE-2021-41206,cpe:2.3:a:google:tensorflow:2.7.0:rc0:*:*:*:*:*:*
pkg:pypi/tensorflow-cpu,PYSEC-2021-845,pypi,CVE-2021-41206,cpe:2.3:a:google:tensorflow:2.7.0:rc1:*:*:*:*:*:*
pkg:pypi/tensorflow-cpu,PYSEC-2022-100,pypi,CVE-2022-23591,cpe:2.3:a:google:tensorflow:*:*:*:*:*:*:*:*
pkg:pypi/tensorflow-cpu,PYSEC-2022-100,pypi,CVE-2022-23591,cpe:2.3:a:google:tensorflow:2.7.0:*:*:*:*:*:*:*
pkg:pypi/tensorflow-cpu,PYSEC-2022-101,pypi,CVE-2022-23592,cpe:2.3:a:google:tensorflow:*:*:*:*:*:*:*:*
pkg:pypi/tensorflow-cpu,PYSEC-2022-102,pypi,CVE-2022-23593,cpe:2.3:a:google:tensorflow:*:*:*:*:*:*:*:*
pkg:pypi/tensorflow-cpu,PYSEC-2022-103,pypi,CVE-2022-23595,cpe:2.3:a:google:tensorflow:*:*:*:*:*:*:*:*
pkg:pypi/tensorflow-cpu,PYSEC-2022-103,pypi,CVE-2022-23595,cpe:2.3:a:google:tensorflow:2.7.0:*:*:*:*:*:*:*
pkg:pypi/tensorflow-cpu,PYSEC-2022-49,pypi,CVE-2022-21725,cpe:2.3:a:google:tensorflow:*:*:*:*:*:*:*:*
pkg:pypi/tensorflow-cpu,PYSEC-2022-49,pypi,CVE-2022-21725,cpe:2.3:a:google:tensorflow:2.7.0:*:*:*:*:*:*:*
pkg:pypi/tensorflow-cpu,PYSEC-2022-50,pypi,CVE-2022-21726,cpe:2.3:a:google:tensorflow:*:*:*:*:*:*:*:*
pkg:pypi/tensorflow-cpu,PYSEC-2022-50,pypi,CVE-2022-21726,cpe:2.3:a:google:tensorflow:2.7.0:*:*:*:*:*:*:*
pkg:pypi/tensorflow-cpu,PYSEC-2022-51,pypi,CVE-2022-21727,cpe:2.3:a:google:tensorflow:*:*:*:*:*:*:*:*
pkg:pypi/tensorflow-cpu,PYSEC-2022-51,pypi,CVE-2022-21727,cpe:2.3:a:google:tensorflow:2.7.0:*:*:*:*:*:*:*
pkg:pypi/tensorflow-cpu,PYSEC-2022-52,pypi,CVE-2022-21728,cpe:2.3:a:google:tensorflow:*:*:*:*:*:*:*:*
pkg:pypi/tensorflow-cpu,PYSEC-2022-52,pypi,CVE-2022-21728,cpe:2.3:a:google:tensorflow:2.7.0:*:*:*:*:*:*:*
pkg:pypi/tensorflow-cpu,PYSEC-2022-53,pypi,CVE-2022-21729,cpe:2.3:a:google:tensorflow:*:*:*:*:*:*:*:*
pkg:pypi/tensorflow-cpu,PYSEC-2022-53,pypi,CVE-2022-21729,cpe:2.3:a:google:tensorflow:2.7.0:*:*:*:*:*:*:*
pkg:pypi/tensorflow-cpu,PYSEC-2022-54,pypi,CVE-2022-21730,cpe:2.3:a:google:tensorflow:*:*:*:*:*:*:*:*
pkg:pypi/tensorflow-cpu,PYSEC-2022-54,pypi,CVE-2022-21730,cpe:2.3:a:google:tensorflow:2.7.0:*:*:*:*:*:*:*
pkg:pypi/tensorflow-cpu,PYSEC-2022-55,pypi,CVE-2022-21731,cpe:2.3:a:google:tensorflow:*:*:*:*:*:*:*:*
pkg:pypi/tensorflow-cpu,PYSEC-2022-55,pypi,CVE-2022-21731,cpe:2.3:a:google:tensorflow:2.7.0:*:*:*:*:*:*:*
pkg:pypi/tensorflow-cpu,PYSEC-2022-56,pypi,CVE-2022-21732,cpe:2.3:a:google:tensorflow:*:*:*:*:*:*:*:*
pkg:pypi/tensorflow-cpu,PYSEC-2022-56,pypi,CVE-2022-21732,cpe:2.3:a:google:tensorflow:2.7.0:*:*:*:*:*:*:*
pkg:pypi/tensorflow-cpu,PYSEC-2022-57,pypi,CVE-2022-21733,cpe:2.3:a:google:tensorflow:*:*:*:*:*:*:*:*
pkg:pypi/tensorflow-cpu,PYSEC-2022-57,pypi,CVE-2022-21733,cpe:2.3:a:google:tensorflow:2.7.0:*:*:*:*:*:*:*
pkg:pypi/tensorflow-cpu,PYSEC-2022-58,pypi,CVE-2022-21734,cpe:2.3:a:google:tensorflow:*:*:*:*:*:*:*:*
pkg:pypi/tensorflow-cpu,PYSEC-2022-58,pypi,CVE-2022-21734,cpe:2.3:a:google:tensorflow:2.7.0:*:*:*:*:*:*:*
pkg:pypi/tensorflow-cpu,PYSEC-2022-59,pypi,CVE-2022-21735,cpe:2.3:a:google:tensorflow:*:*:*:*:*:*:*:*
pkg:pypi/tensorflow-cpu,PYSEC-2022-59,pypi,CVE-2022-21735,cpe:2.3:a:google:tensorflow:2.7.0:*:*:*:*:*:*:*
pkg:pypi/tensorflow-cpu,PYSEC-2022-60,pypi,CVE-2022-21736,cpe:2.3:a:google:tensorflow:*:*:*:*:*:*:*:*
pkg:pypi/tensorflow-cpu,PYSEC-2022-60,pypi,CVE-2022-21736,cpe:2.3:a:google:tensorflow:2.7.0:*:*:*:*:*:*:*
pkg:pypi/tensorflow-cpu,PYSEC-2022-61,pypi,CVE-2022-21737,cpe:2.3:a:google:tensorflow:*:*:*:*:*:*:*:*
pkg:pypi/tensorflow-cpu,PYSEC-2022-61,pypi,CVE-2022-21737,cpe:2.3:a:google:tensorflow:2.7.0:*:*:*:*:*:*:*
pkg:pypi/tensorflow-cpu,PYSEC-2022-62,pypi,CVE-2022-21738,cpe:2.3:a:google:tensorflow:*:*:*:*:*:*:*:*
pkg:pypi/tensorflow-cpu,PYSEC-2022-62,pypi,CVE-2022-21738,cpe:2.3:a:google:tensorflow:2.7.0:*:*:*:*:*:*:*
pkg:pypi/tensorflow-cpu,PYSEC-2022-63,pypi,CVE-2022-21739,cpe:2.3:a:google:tensorflow:*:*:*:*:*:*:*:*
pkg:pypi/tensorflow-cpu,PYSEC-2022-63,pypi,CVE-2022-21739,cpe:2.3:a:google:tensorflow:2.7.0:*:*:*:*:*:*:*
pkg:pypi/tensorflow-cpu,PYSEC-2022-64,pypi,CVE-2022-21740,cpe:2.3:a:google:tensorflow:*:*:*:*:*:*:*:*
pkg:pypi/tensorflow-cpu,PYSEC-2022-64,pypi,CVE-2022-21740,cpe:2.3:a:google:tensorflow:2.7.0:*:*:*:*:*:*:*
pkg:pypi/tensorflow-cpu,PYSEC-2022-65,pypi,CVE-2022-21741,cpe:2.3:a:google:tensorflow:*:*:*:*:*:*:*:*
pkg:pypi/tensorflow-cpu,PYSEC-2022-65,pypi,CVE-2022-21741,cpe:2.3:a:google:tensorflow:2.7.0:*:*:*:*:*:*:*
pkg:pypi/tensorflow-cpu,PYSEC-2022-66,pypi,CVE-2022-23557,cpe:2.3:a:google:tensorflow:*:*:*:*:*:*:*:*
pkg:pypi/tensorflow-cpu,PYSEC-2022-66,pypi,CVE-2022-23557,cpe:2.3:a:google:tensorflow:2.7.0:*:*:*:*:*:*:*
pkg:pypi/tensorflow-cpu,PYSEC-2022-67,pypi,CVE-2022-23558,cpe:2.3:a:google:tensorflow:*:*:*:*:*:*:*:*
pkg:pypi/tensorflow-cpu,PYSEC-2022-67,pypi,CVE-2022-23558,cpe:2.3:a:google:tensorflow:2.7.0:*:*:*:*:*:*:*
pkg:pypi/tensorflow-cpu,PYSEC-2022-68,pypi,CVE-2022-23559,cpe:2.3:a:google:tensorflow:*:*:*:*:*:*:*:*
pkg:pypi/tensorflow-cpu,PYSEC-2022-68,pypi,CVE-2022-23559,cpe:2.3:a:google:tensorflow:2.7.0:*:*:*:*:*:*:*
pkg:pypi/tensorflow-cpu,PYSEC-2022-69,pypi,CVE-2022-23560,cpe:2.3:a:google:tensorflow:*:*:*:*:*:*:*:*
pkg:pypi/tensorflow-cpu,PYSEC-2022-69,pypi,CVE-2022-23560,cpe:2.3:a:google:tensorflow:2.7.0:*:*:*:*:*:*:*
pkg:pypi/tensorflow-cpu,PYSEC-2022-70,pypi,CVE-2022-23561,cpe:2.3:a:google:tensorflow:*:*:*:*:*:*:*:*
pkg:pypi/tensorflow-cpu,PYSEC-2022-70,pypi,CVE-2022-23561,cpe:2.3:a:google:tensorflow:2.7.0:*:*:*:*:*:*:*
pkg:pypi/tensorflow-cpu,PYSEC-2022-71,pypi,CVE-2022-23562,cpe:2.3:a:google:tensorflow:*:*:*:*:*:*:*:*
pkg:pypi/tensorflow-cpu,PYSEC-2022-71,pypi,CVE-2022-23562,cpe:2.3:a:google:tensorflow:2.7.0:*:*:*:*:*:*:*
pkg:pypi/tensorflow-cpu,PYSEC-2022-72,pypi,CVE-2022-23563,cpe:2.3:a:google:tensorflow:*:*:*:*:*:*:*:*
pkg:pypi/tensorflow-cpu,PYSEC-2022-72,pypi,CVE-2022-23563,cpe:2.3:a:google:tensorflow:2.7.0:*:*:*:*:*:*:*
pkg:pypi/tensorflow-cpu,PYSEC-2022-73,pypi,CVE-2022-23564,cpe:2.3:a:google:tensorflow:*:*:*:*:*:*:*:*
pkg:pypi/tensorflow-cpu,PYSEC-2022-73,pypi,CVE-2022-23564,cpe:2.3:a:google:tensorflow:2.7.0:*:*:*:*:*:*:*
pkg:pypi/tensorflow-cpu,PYSEC-2022-74,pypi,CVE-2022-23565,cpe:2.3:a:google:tensorflow:*:*:*:*:*:*:*:*
pkg:pypi/tensorflow-cpu,PYSEC-2022-74,pypi,CVE-2022-23565,cpe:2.3:a:google:tensorflow:2.7.0:*:*:*:*:*:*:*
pkg:pypi/tensorflow-cpu,PYSEC-2022-75,pypi,CVE-2022-23566,cpe:2.3:a:google:tensorflow:*:*:*:*:*:*:*:*
pkg:pypi/tensorflow-cpu,PYSEC-2022-75,pypi,CVE-2022-23566,cpe:2.3:a:google:tensorflow:2.7.0:*:*:*:*:*:*:*
pkg:pypi/tensorflow-cpu,PYSEC-2022-76,pypi,CVE-2022-23567,cpe:2.3:a:google:tensorflow:*:*:*:*:*:*:*:*
pkg:pypi/tensorflow-cpu,PYSEC-2022-76,pypi,CVE-2022-23567,cpe:2.3:a:google:tensorflow:2.7.0:*:*:*:*:*:*:*
pkg:pypi/tensorflow-cpu,PYSEC-2022-77,pypi,CVE-2022-23568,cpe:2.3:a:google:tensorflow:*:*:*:*:*:*:*:*
pkg:pypi/tensorflow-cpu,PYSEC-2022-77,pypi,CVE-2022-23568,cpe:2.3:a:google:tensorflow:2.7.0:*:*:*:*:*:*:*
pkg:pypi/tensorflow-cpu,PYSEC-2022-78,pypi,CVE-2022-23569,cpe:2.3:a:google:tensorflow:*:*:*:*:*:*:*:*
pkg:pypi/tensorflow-cpu,PYSEC-2022-78,pypi,CVE-2022-23569,cpe:2.3:a:google:tensorflow:2.7.0:*:*:*:*:*:*:*
pkg:pypi/tensorflow-cpu,PYSEC-2022-79,pypi,CVE-2022-23570,cpe:2.3:a:google:tensorflow:*:*:*:*:*:*:*:*
pkg:pypi/tensorflow-cpu,PYSEC-2022-79,pypi,CVE-2022-23570,cpe:2.3:a:google:tensorflow:2.7.0:*:*:*:*:*:*:*
pkg:pypi/tensorflow-cpu,PYSEC-2022-80,pypi,CVE-2022-23571,cpe:2.3:a:google:tensorflow:*:*:*:*:*:*:*:*
pkg:pypi/tensorflow-cpu,PYSEC-2022-80,pypi,CVE-2022-23571,cpe:2.3:a:google:tensorflow:2.7.0:*:*:*:*:*:*:*
pkg:pypi/tensorflow-cpu,PYSEC-2022-81,pypi,CVE-2022-23572,cpe:2.3:a:google:tensorflow:*:*:*:*:*:*:*:*
pkg:pypi/tensorflow-cpu,PYSEC-2022-81,pypi,CVE-2022-23572,cpe:2.3:a:google:tensorflow:2.7.0:*:*:*:*:*:*:*
pkg:pypi/tensorflow-cpu,PYSEC-2022-82,pypi,CVE-2022-23573,cpe:2.3:a:google:tensorflow:*:*:*:*:*:*:*:*
pkg:pypi/tensorflow-cpu,PYSEC-2022-82,pypi,CVE-2022-23573,cpe:2.3:a:google:tensorflow:2.7.0:*:*:*:*:*:*:*
pkg:pypi/tensorflow-cpu,PYSEC-2022-83,pypi,CVE-2022-23574,cpe:2.3:a:google:tensorflow:*:*:*:*:*:*:*:*
pkg:pypi/tensorflow-cpu,PYSEC-2022-83,pypi,CVE-2022-23574,cpe:2.3:a:google:tensorflow:2.7.0:*:*:*:*:*:*:*
pkg:pypi/tensorflow-cpu,PYSEC-2022-84,pypi,CVE-2022-23575,cpe:2.3:a:google:tensorflow:*:*:*:*:*:*:*:*
pkg:pypi/tensorflow-cpu,PYSEC-2022-84,pypi,CVE-2022-23575,cpe:2.3:a:google:tensorflow:2.7.0:*:*:*:*:*:*:*
pkg:pypi/tensorflow-cpu,PYSEC-2022-85,pypi,CVE-2022-23576,cpe:2.3:a:google:tensorflow:*:*:*:*:*:*:*:*
pkg:pypi/tensorflow-cpu,PYSEC-2022-85,pypi,CVE-2022-23576,cpe:2.3:a:google:tensorflow:2.7.0:*:*:*:*:*:*:*
pkg:pypi/tensorflow-cpu,PYSEC-2022-86,pypi,CVE-2022-23577,cpe:2.3:a:google:tensorflow:*:*:*:*:*:*:*:*
pkg:pypi/tensorflow-cpu,PYSEC-2022-86,pypi,CVE-2022-23577,cpe:2.3:a:google:tensorflow:2.7.0:*:*:*:*:*:*:*
pkg:pypi/tensorflow-cpu,PYSEC-2022-87,pypi,CVE-2022-23578,cpe:2.3:a:google:tensorflow:*:*:*:*:*:*:*:*
pkg:pypi/tensorflow-cpu,PYSEC-2022-87,pypi,CVE-2022-23578,cpe:2.3:a:google:tensorflow:2.7.0:*:*:*:*:*:*:*
pkg:pypi/tensorflow-cpu,PYSEC-2022-88,pypi,CVE-2022-23579,cpe:2.3:a:google:tensorflow:*:*:*:*:*:*:*:*
pkg:pypi/tensorflow-cpu,PYSEC-2022-88,pypi,CVE-2022-23579,cpe:2.3:a:google:tensorflow:2.7.0:*:*:*:*:*:*:*
pkg:pypi/tensorflow-cpu,PYSEC-2022-89,pypi,CVE-2022-23580,cpe:2.3:a:google:tensorflow:*:*:*:*:*:*:*:*
pkg:pypi/tensorflow-cpu,PYSEC-2022-89,pypi,CVE-2022-23580,cpe:2.3:a:google:tensorflow:2.7.0:*:*:*:*:*:*:*
pkg:pypi/tensorflow-cpu,PYSEC-2022-90,pypi,CVE-2022-23581,cpe:2.3:a:google:tensorflow:*:*:*:*:*:*:*:*
pkg:pypi/tensorflow-cpu,PYSEC-2022-90,pypi,CVE-2022-23581,cpe:2.3:a:google:tensorflow:2.7.0:*:*:*:*:*:*:*
pkg:pypi/tensorflow-cpu,PYSEC-2022-91,pypi,CVE-2022-23582,cpe:2.3:a:google:tensorflow:*:*:*:*:*:*:*:*
pkg:pypi/tensorflow-cpu,PYSEC-2022-91,pypi,CVE-2022-23582,cpe:2.3:a:google:tensorflow:2.7.0:*:*:*:*:*:*:*
pkg:pypi/tensorflow-cpu,PYSEC-2022-92,pypi,CVE-2022-23583,cpe:2.3:a:google:tensorflow:*:*:*:*:*:*:*:*
pkg:pypi/tensorflow-cpu,PYSEC-2022-92,pypi,CVE-2022-23583,cpe:2.3:a:google:tensorflow:2.7.0:*:*:*:*:*:*:*
pkg:pypi/tensorflow-cpu,PYSEC-2022-93,pypi,CVE-2022-23584,cpe:2.3:a:google:tensorflow:*:*:*:*:*:*:*:*
pkg:pypi/tensorflow-cpu,PYSEC-2022-93,pypi,CVE-2022-23584,cpe:2.3:a:google:tensorflow:2.7.0:*:*:*:*:*:*:*
pkg:pypi/tensorflow-cpu,PYSEC-2022-94,pypi,CVE-2022-23585,cpe:2.3:a:google:tensorflow:*:*:*:*:*:*:*:*
pkg:pypi/tensorflow-cpu,PYSEC-2022-94,pypi,CVE-2022-23585,cpe:2.3:a:google:tensorflow:2.7.0:*:*:*:*:*:*:*
pkg:pypi/tensorflow-cpu,PYSEC-2022-95,pypi,CVE-2022-23586,cpe:2.3:a:google:tensorflow:*:*:*:*:*:*:*:*
pkg:pypi/tensorflow-cpu,PYSEC-2022-95,pypi,CVE-2022-23586,cpe:2.3:a:google:tensorflow:2.7.0:*:*:*:*:*:*:*
pkg:pypi/tensorflow-cpu,PYSEC-2022-96,pypi,CVE-2022-23587,cpe:2.3:a:google:tensorflow:*:*:*:*:*:*:*:*
pkg:pypi/tensorflow-cpu,PYSEC-2022-96,pypi,CVE-2022-23587,cpe:2.3:a:google:tensorflow:2.7.0:*:*:*:*:*:*:*
pkg:pypi/tensorflow-cpu,PYSEC-2022-97,pypi,CVE-2022-23588,cpe:2.3:a:google:tensorflow:*:*:*:*:*:*:*:*
pkg:pypi/tensorflow-cpu,PYSEC-2022-97,pypi,CVE-2022-23588,cpe:2.3:a:google:tensorflow:2.7.0:*:*:*:*:*:*:*
pkg:pypi/tensorflow-cpu,PYSEC-2022-98,pypi,CVE-2022-23589,cpe:2.3:a:google:tensorflow:*:*:*:*:*:*:*:*
pkg:pypi/tensorflow-cpu,PYSEC-2022-98,pypi,CVE-2022-23589,cpe:2.3:a:google:tensorflow:2.7.0:*:*:*:*:*:*:*
pkg:pypi/tensorflow-cpu,PYSEC-2022-99,pypi,CVE-2022-23590,cpe:2.3:a:google:tensorflow:*:*:*:*:*:*:*:*
pkg:pypi/tensorflow-gpu,PYSEC-2019-229,pypi,CVE-2018-10055,cpe:2.3:a:google:tensorflow:*:*:*:*:*:*:*:*
pkg:pypi/tensorflow-gpu,PYSEC-2019-230,pypi,CVE-2018-7575,cpe:2.3:a:google:tensorflow:*:*:*:*:*:*:*:*
pkg:pypi/tensorflow-gpu,PYSEC-2019-231,pypi,CVE-2018-7576,cpe:2.3:a:google:tensorflow:*:*:*:*:*:*:*:*
pkg:pypi/tensorflow-gpu,PYSEC-2019-232,pypi,CVE-2018-7577,cpe:2.3:a:google:snappy:1.1.4:*:*:*:*:*:*:*
pkg:pypi/tensorflow-gpu,PYSEC-2019-232,pypi,CVE-2018-7577,cpe:2.3:a:google:tensorflow:*:*:*:*:*:*:*:*
pkg:pypi/tensorflow-gpu,PYSEC-2019-233,pypi,CVE-2018-8825,cpe:2.3:a:google:tensorflow:*:*:*:*:*:*:*:*
pkg:pypi/tensorflow-gpu,PYSEC-2019-234,pypi,CVE-2019-16778,cpe:2.3:a:google:tensorflow:*:*:*:*:*:*:*:*
pkg:pypi/tensorflow-gpu,PYSEC-2019-235,pypi,CVE-2019-9635,cpe:2.3:a:google:tensorflow:*:*:*:*:*:*:*:*
pkg:pypi/tensorflow-gpu,PYSEC-2020-304,pypi,CVE-2018-21233,cpe:2.3:a:google:tensorflow:*:*:*:*:*:*:*:*
pkg:pypi/tensorflow-gpu,PYSEC-2020-305,pypi,CVE-2020-15190,cpe:2.3:a:google:tensorflow:*:*:*:*:-:*:*:*
pkg:pypi/tensorflow-gpu,PYSEC-2020-305,pypi,CVE-2020-15190,cpe:2.3:o:opensuse:leap:15.2:*:*:*:*:*:*:*
pkg:pypi/tensorflow-gpu,PYSEC-2020-306,pypi,CVE-2020-15191,cpe:2.3:a:google:tensorflow:2.2.0:*:*:*:-:*:*:*
pkg:pypi/tensorflow-gpu,PYSEC-2020-306,pypi,CVE-2020-15191,cpe:2.3:a:google:tensorflow:2.3.0:*:*:*:-:*:*:*
pkg:pypi/tensorflow-gpu,PYSEC-2020-306,pypi,CVE-2020-15191,cpe:2.3:o:opensuse:leap:15.2:*:*:*:*:*:*:*
pkg:pypi/tensorflow-gpu,PYSEC-2020-307,pypi,CVE-2020-15192,cpe:2.3:a:google:tensorflow:2.2.0:*:*:*:-:*:*:*
pkg:pypi/tensorflow-gpu,PYSEC-2020-307,pypi,CVE-2020-15192,cpe:2.3:a:google:tensorflow:2.3.0:*:*:*:-:*:*:*
pkg:pypi/tensorflow-gpu,PYSEC-2020-307,pypi,CVE-2020-15192,cpe:2.3:o:opensuse:leap:15.2:*:*:*:*:*:*:*
pkg:pypi/tensorflow-gpu,PYSEC-2020-308,pypi,CVE-2020-15193,cpe:2.3:a:google:tensorflow:2.2.0:*:*:*:-:*:*:*
pkg:pypi/tensorflow-gpu,PYSEC-2020-308,pypi,CVE-2020-15193,cpe:2.3:a:google:tensorflow:2.3.0:*:*:*:-:*:*:*
pkg:pypi/tensorflow-gpu,PYSEC-2020-308,pypi,CVE-2020-15193,cpe:2.3:o:opensuse:leap:15.2:*:*:*:*:*:*:*
pkg:pypi/tensorflow-gpu,PYSEC-2020-309,pypi,CVE-2020-15194,cpe:2.3:a:google:tensorflow:*:*:*:*:-:*:*:*
pkg:pypi/tensorflow-gpu,PYSEC-2020-309,pypi,CVE-2020-15194,cpe:2.3:o:opensuse:leap:15.2:*:*:*:*:*:*:*
pkg:pypi/tensorflow-gpu,PYSEC-2020-310,pypi,CVE-2020-15195,cpe:2.3:a:google:tensorflow:*:*:*:*:-:*:*:*
pkg:pypi/tensorflow-gpu,PYSEC-2020-310,pypi,CVE-2020-15195,cpe:2.3:o:opensuse:leap:15.2:*:*:*:*:*:*:*
pkg:pypi/tensorflow-gpu,PYSEC-2020-311,pypi,CVE-2020-15196,cpe:2.3:a:google:tensorflow:2.3.0:*:*:*:-:*:*:*
pkg:pypi/tensorflow-gpu,PYSEC-2020-312,pypi,CVE-2020-15197,cpe:2.3:a:google:tensorflow:2.3.0:*:*:*:-:*:*:*
pkg:pypi/tensorflow-gpu,PYSEC-2020-313,pypi,CVE-2020-15198,cpe:2.3:a:google:tensorflow:*:*:*:*:-:*:*:*
pkg:pypi/tensorflow-gpu,PYSEC-2020-314,pypi,CVE-2020-15199,cpe:2.3:a:google:tensorflow:2.3.0:*:*:*:-:*:*:*
pkg:pypi/tensorflow-gpu,PYSEC-2020-315,pypi,CVE-2020-15200,cpe:2.3:a:google:tensorflow:2.3.0:*:*:*:-:*:*:*
pkg:pypi/tensorflow-gpu,PYSEC-2020-316,pypi,CVE-2020-15201,cpe:2.3:a:google:tensorflow:2.3.0:*:*:*:-:*:*:*
pkg:pypi/tensorflow-gpu,PYSEC-2020-317,pypi,CVE-2020-15202,cpe:2.3:a:google:tensorflow:*:*:*:*:-:*:*:*
pkg:pypi/tensorflow-gpu,PYSEC-2020-317,pypi,CVE-2020-15202,cpe:2.3:o:opensuse:leap:15.2:*:*:*:*:*:*:*
pkg:pypi/tensorflow-gpu,PYSEC-2020-318,pypi,CVE-2020-15203,cpe:2.3:a:google:tensorflow:*:*:*:*:-:*:*:*
pkg:pypi/tensorflow-gpu,PYSEC-2020-318,pypi,CVE-2020-15203,cpe:2.3:o:opensuse:leap:15.2:*:*:*:*:*:*:*
pkg:pypi/tensorflow-gpu,PYSEC-2020-319,pypi,CVE-2020-15204,cpe:2.3:a:google:tensorflow:*:*:*:*:-:*:*:*
pkg:pypi/tensorflow-gpu,PYSEC-2020-319,pypi,CVE-2020-15204,cpe:2.3:o:opensuse:leap:15.2:*:*:*:*:*:*:*
pkg:pypi/tensorflow-gpu,PYSEC-2020-320,pypi,CVE-2020-15205,cpe:2.3:a:google:tensorflow:*:*:*:*:-:*:*:*
pkg:pypi/tensorflow-gpu,PYSEC-2020-320,pypi,CVE-2020-15205,cpe:2.3:o:opensuse:leap:15.2:*:*:*:*:*:*:*
pkg:pypi/tensorflow-gpu,PYSEC-2020-321,pypi,CVE-2020-15206,cpe:2.3:a:google:tensorflow:*:*:*:*:-:*:*:*
pkg:pypi/tensorflow-gpu,PYSEC-2020-321,pypi,CVE-2020-15206,cpe:2.3:o:opensuse:leap:15.2:*:*:*:*:*:*:*
pkg:pypi/tensorflow-gpu,PYSEC-2020-322,pypi,CVE-2020-15207,cpe:2.3:a:google:tensorflow:*:*:*:*:lite:*:*:*
pkg:pypi/tensorflow-gpu,PYSEC-2020-322,pypi,CVE-2020-15207,cpe:2.3:o:opensuse:leap:15.2:*:*:*:*:*:*:*
pkg:pypi/tensorflow-gpu,PYSEC-2020-323,pypi,CVE-2020-15208,cpe:2.3:a:google:tensorflow:*:*:*:*:lite:*:*:*
pkg:pypi/tensorflow-gpu,PYSEC-2020-323,pypi,CVE-2020-15208,cpe:2.3:o:opensuse:leap:15.2:*:*:*:*:*:*:*
pkg:pypi/tensorflow-gpu,PYSEC-2020-324,pypi,CVE-2020-15209,cpe:2.3:a:google:tensorflow:*:*:*:*:lite:*:*:*
pkg:pypi/tensorflow-gpu,PYSEC-2020-324,pypi,CVE-2020-15209,cpe:2.3:o:opensuse:leap:15.2:*:*:*:*:*:*:*
pkg:pypi/tensorflow-gpu,PYSEC-2020-325,pypi,CVE-2020-15210,cpe:2.3:a:google:tensorflow:*:*:*:*:lite:*:*:*
pkg:pypi/tensorflow-gpu,PYSEC-2020-325,pypi,CVE-2020-15210,cpe:2.3:o:opensuse:leap:15.2:*:*:*:*:*:*:*
pkg:pypi/tensorflow-gpu,PYSEC-2020-326,pypi,CVE-2020-15211,cpe:2.3:a:google:tensorflow:*:*:*:*:lite:*:*:*
pkg:pypi/tensorflow-gpu,PYSEC-2020-326,pypi,CVE-2020-15211,cpe:2.3:o:opensuse:leap:15.2:*:*:*:*:*:*:*
pkg:pypi/tensorflow-gpu,PYSEC-2020-327,pypi,CVE-2020-15212,cpe:2.3:a:google:tensorflow:*:*:*:*:lite:*:*:*
pkg:pypi/tensorflow-gpu,PYSEC-2020-328,pypi,CVE-2020-15213,cpe:2.3:a:google:tensorflow:*:*:*:*:lite:*:*:*
pkg:pypi/tensorflow-gpu,PYSEC-2020-329,pypi,CVE-2020-15214,cpe:2.3:a:google:tensorflow:*:*:*:*:lite:*:*:*
pkg:pypi/tensorflow-gpu,PYSEC-2020-330,pypi,CVE-2020-15265,cpe:2.3:a:google:tensorflow:*:*:*:*:-:*:*:*
pkg:pypi/tensorflow-gpu,PYSEC-2020-331,pypi,CVE-2020-15266,cpe:2.3:a:google:tensorflow:*:*:*:*:-:*:*:*
pkg:pypi/tensorflow-gpu,PYSEC-2020-332,pypi,CVE-2020-26266,cpe:2.3:a:google:tensorflow:*:*:*:*:*:*:*:*
pkg:pypi/tensorflow-gpu,PYSEC-2020-333,pypi,CVE-2020-26267,cpe:2.3:a:google:tensorflow:*:*:*:*:*:*:*:*
pkg:pypi/tensorflow-gpu,PYSEC-2020-334,pypi,CVE-2020-26268,cpe:2.3:a:google:tensorflow:*:*:*:*:*:*:*:*
pkg:pypi/tensorflow-gpu,PYSEC-2020-335,pypi,CVE-2020-26269,cpe:2.3:a:google:tensorflow:2.4.0:rc0:*:*:*:*:*:*
pkg:pypi/tensorflow-gpu,PYSEC-2020-335,pypi,CVE-2020-26269,cpe:2.3:a:google:tensorflow:2.4.0:rc1:*:*:*:*:*:*
pkg:pypi/tensorflow-gpu,PYSEC-2020-335,pypi,CVE-2020-26269,cpe:2.3:a:google:tensorflow:2.4.0:rc2:*:*:*:*:*:*
pkg:pypi/tensorflow-gpu,PYSEC-2020-335,pypi,CVE-2020-26269,cpe:2.3:a:google:tensorflow:2.4.0:rc3:*:*:*:*:*:*
pkg:pypi/tensorflow-gpu,PYSEC-2020-335,pypi,CVE-2020-26269,cpe:2.3:a:google:tensorflow:2.4.0:rc4:*:*:*:*:*:*
pkg:pypi/tensorflow-gpu,PYSEC-2020-336,pypi,CVE-2020-26270,cpe:2.3:a:google:tensorflow:*:*:*:*:*:*:*:*
